# id,Word,Part of Speech,Per Million Words,Length
2474,stomach,noun,30.8,7.0
2475,recipe,noun,30.8,6.0
2476,elementary,adjective,30.7,10.0
2477,belt,noun,30.7,4.0
2478,nearby,adjective,30.7,6.0
2479,observer,noun,30.7,8.0
2480,terrorism,noun,30.7,9.0
2481,essay,noun,30.7,5.0
2482,junior,adjective,30.7,6.0
2483,Latin,adjective,30.7,5.0
2484,onion,noun,30.6,5.0
2485,confront,verb,30.6,8.0
2486,birthday,noun,30.6,8.0
2487,mm-hmm,interjection,30.6,6.0
2488,assist,verb,30.6,6.0
2489,corn,noun,30.5,4.0
2490,crop,noun,30.5,4.0
2491,testing,noun,30.5,7.0
2492,ie,adverb,30.5,2.0
2493,estimate,noun,30.5,8.0
2494,recovery,noun,30.5,8.0
2495,poem,noun,30.4,4.0
2496,buck,noun,30.4,4.0
2497,block,verb,30.4,5.0
2498,strike,noun,30.4,6.0
2499,reputation,noun,30.4,10.0
2500,employment,noun,30.4,10.0
2501,pure,adjective,30.4,4.0
2502,perfectly,adverb,30.4,9.0
2503,grandmother,noun,30.4,11.0
2504,accompany,verb,30.4,9.0
2505,flag,noun,30.3,4.0
2506,origin,noun,30.3,6.0
2507,consultant,noun,30.3,10.0
2508,dig,verb,30.3,3.0
2509,teenager,noun,30.3,8.0
2510,rather,conjunction,30.2,6.0
2511,fiber,noun,30.2,5.0
2512,journey,noun,30.2,7.0
2513,absence,noun,30.2,7.0
2514,clinical,adjective,30.2,8.0
2515,fellow,adjective,30.2,6.0
2516,install,verb,30.2,7.0
2517,wave,verb,30.1,4.0
2518,preparation,noun,30.1,11.0
2519,soon,conjunction,30.1,4.0
2520,inner,adjective,30.1,5.0
2521,enterprise,noun,30.1,10.0
2522,relative,noun,30.1,8.0
2523,plant,verb,30.1,5.0
2524,wooden,adjective,30.0,6.0
2525,coast,noun,30.0,5.0
2526,historic,adjective,30.0,8.0
2527,quietly,adverb,30.0,7.0
2528,viewer,noun,30.0,6.0
2529,straight,adjective,29.9,8.0
2530,smoke,verb,29.9,5.0
2531,historian,noun,29.9,9.0
2532,apparent,adjective,29.9,8.0
2533,assumption,noun,29.9,10.0
2534,literally,adverb,29.8,9.0
2535,cheek,noun,29.8,5.0
2536,professional,noun,29.8,12.0
2537,supply,verb,29.8,6.0
2538,permanent,adjective,29.8,9.0
2539,ingredient,noun,29.7,10.0
2540,drawing,noun,29.7,7.0
2541,substantial,adjective,29.7,11.0
2542,line,verb,29.7,4.0
2543,tube,noun,29.7,4.0
2544,snap,verb,29.7,4.0
2545,arise,verb,29.7,5.0
2546,cake,noun,29.6,4.0
2547,resist,verb,29.6,6.0
2548,jail,noun,29.6,4.0
2549,Islamic,adjective,29.6,7.0
2550,occasionally,adverb,29.6,12.0
2551,incorporate,verb,29.6,11.0
2552,alternative,adjective,29.5,11.0
2553,effectively,adverb,29.5,11.0
2554,darkness,noun,29.5,8.0
2555,concert,noun,29.5,7.0
2556,particular,adverb,29.5,10.0
2557,general,adverb,29.5,7.0
2558,provision,noun,29.5,9.0
2559,due,adjective,29.4,3.0
2560,unlike,preposition,29.4,6.0
2561,pack,noun,29.4,4.0
2562,like,adverb,29.4,4.0
2563,favor,verb,29.4,5.0
2564,biological,adjective,29.4,10.0
2565,date,verb,29.4,4.0
2566,conventional,adjective,29.4,12.0
2567,intention,noun,29.3,9.0
2568,aggressive,adjective,29.3,10.0
2569,nevertheless,adverb,29.3,12.0
2570,embrace,verb,29.3,7.0
2571,secure,verb,29.3,6.0
2572,developing,adjective,29.3,10.0
2573,fifth,number,29.2,5.0
2574,utility,noun,29.2,7.0
2575,Muslim,adjective,29.2,6.0
2576,suggestion,noun,29.2,10.0
2577,yell,verb,29.2,4.0
2578,reasonable,adjective,29.2,10.0
2579,pop,verb,29.2,3.0
2580,beat,noun,29.2,4.0
2581,sensitive,adjective,29.1,9.0
2582,bind,verb,29.1,4.0
2583,brand,noun,29.1,5.0
2584,Olympic,adjective,29.0,7.0
2585,rapidly,adverb,29.0,7.0
2586,extreme,adjective,29.0,7.0
2587,via,preposition,29.0,3.0
2588,roll,noun,29.0,4.0
2589,weigh,verb,29.0,5.0
2590,quit,verb,29.0,4.0
2591,negotiate,verb,29.0,9.0
2592,specialist,noun,29.0,10.0
2593,constantly,adverb,29.0,10.0
2594,wage,noun,29.0,4.0
2595,mail,noun,28.9,4.0
2596,refugee,noun,28.9,7.0
2597,count,noun,28.9,5.0
2598,dealer,noun,28.9,6.0
2599,channel,noun,28.8,7.0
2600,deputy,noun,28.8,6.0
2601,armed,adjective,28.8,5.0
2602,giant,adjective,28.8,5.0
2603,shell,noun,28.8,5.0
2604,mechanism,noun,28.8,9.0
2605,comment,verb,28.7,7.0
2606,depth,noun,28.7,5.0
2607,honest,adjective,28.7,6.0
2608,criticize,verb,28.7,9.0
2609,mad,adjective,28.7,3.0
2610,flat,adjective,28.7,4.0
2611,pace,noun,28.6,4.0
2612,speaker,noun,28.6,7.0
2613,dream,verb,28.6,5.0
2614,wealth,noun,28.6,6.0
2615,schedule,verb,28.6,8.0
2616,precisely,adverb,28.6,9.0
2617,award,noun,28.6,5.0
2618,gear,noun,28.6,4.0
2619,false,adjective,28.6,5.0
2620,hip,noun,28.6,3.0
2621,assign,verb,28.5,6.0
2622,cooperation,noun,28.5,11.0
2623,mine,noun,28.5,4.0
2624,Canadian,adjective,28.5,8.0
2625,restore,verb,28.5,7.0
2626,literary,adjective,28.4,8.0
2627,approval,noun,28.4,8.0
2628,barrier,noun,28.4,7.0
2629,drop,noun,28.3,4.0
2630,telescope,noun,28.3,9.0
2631,index,noun,28.3,5.0
2632,impression,noun,28.3,10.0
2633,fast,adjective,28.3,4.0
2634,activist,noun,28.3,8.0
2635,advise,verb,28.2,6.0
2636,spokesman,noun,28.2,9.0
2637,draft,noun,28.2,5.0
2638,tournament,noun,28.2,10.0
2639,chocolate,noun,28.2,9.0
2640,testimony,noun,28.2,9.0
2641,chemical,noun,28.2,8.0
2642,spin,verb,28.2,4.0
2643,paint,noun,28.2,5.0
2644,ceiling,noun,28.2,7.0
2645,whereas,conjunction,28.2,7.0
2646,teen,noun,28.1,4.0
2647,gang,noun,28.1,4.0
2648,lawsuit,noun,28.1,7.0
2649,highway,noun,28.1,7.0
2650,yield,verb,28.1,5.0
2651,killer,noun,28.1,6.0
2652,valuable,adjective,28.1,8.0
2653,corporation,noun,28.0,11.0
2654,classic,adjective,28.0,7.0
2655,stake,noun,28.0,5.0
2656,advertising,noun,28.0,11.0
2657,universal,adjective,28.0,9.0
2658,super,adjective,28.0,5.0
2659,pause,verb,28.0,5.0
2660,routine,noun,27.9,7.0
2661,constitutional,adjective,27.9,14.0
2662,advocate,noun,27.9,8.0
2663,phrase,noun,27.9,6.0
2664,button,noun,27.9,6.0
2665,assure,verb,27.9,6.0
2666,ultimate,adjective,27.9,8.0
2667,distant,adjective,27.9,7.0
2668,latter,determiner,27.8,6.0
2669,switch,verb,27.8,6.0
2670,label,noun,27.8,5.0
2671,graduate,verb,27.7,8.0
2672,stupid,adjective,27.7,6.0
2673,heaven,noun,27.7,6.0
2674,furniture,noun,27.7,9.0
2675,pant,noun,27.7,4.0
2676,satellite,noun,27.6,9.0
2677,wipe,verb,27.6,4.0
2678,sweep,verb,27.6,5.0
2679,vacation,noun,27.6,8.0
2680,bell,noun,27.6,4.0
2681,normally,adverb,27.6,8.0
2682,infection,noun,27.6,9.0
2683,taste,verb,27.5,5.0
2684,clock,noun,27.5,5.0
2685,drama,noun,27.5,5.0
2686,fence,noun,27.5,5.0
2687,Italian,adjective,27.5,7.0
2688,resort,noun,27.5,6.0
2689,found,verb,27.5,5.0
2690,rough,adjective,27.5,5.0
2691,extraordinary,adjective,27.5,13.0
2692,destruction,noun,27.5,11.0
2693,strategic,adjective,27.4,9.0
2694,minor,adjective,27.4,5.0
2695,tissue,noun,27.4,6.0
2696,terror,noun,27.4,6.0
2697,portrait,noun,27.4,8.0
2698,survival,noun,27.4,8.0
2699,pregnant,adjective,27.4,8.0
2700,elite,noun,27.4,5.0
2701,interpret,verb,27.4,9.0
2702,personally,adverb,27.4,10.0
2703,penalty,noun,27.4,7.0
2704,disagree,verb,27.3,8.0
2705,house,verb,27.3,5.0
2706,wonder,noun,27.3,6.0
2707,stranger,noun,27.2,8.0
2708,external,adjective,27.2,8.0
2709,bake,verb,27.2,4.0
2710,champion,noun,27.2,8.0
2711,satisfaction,noun,27.2,12.0
2712,rank,noun,27.2,4.0
2713,gently,adverb,27.2,6.0
2714,bunch,noun,27.2,5.0
2715,relevant,adjective,27.1,8.0
2716,dispute,noun,27.1,7.0
2717,roughly,adverb,27.1,7.0
2718,bear,noun,27.1,4.0
2719,similarly,adverb,27.1,9.0
2720,communicate,verb,27.1,11.0
2721,apple,noun,27.0,5.0
2722,stair,noun,27.0,5.0
2723,counselor,noun,27.0,9.0
2724,bottom,adjective,27.0,6.0
2725,terrorist,noun,27.0,9.0
2726,cousin,noun,27.0,6.0
2727,concentration,noun,27.0,13.0
2728,ahead,preposition,26.9,5.0
2729,smell,noun,26.9,5.0
2730,solar,adjective,26.9,5.0
2731,adviser,noun,26.9,7.0
2732,mode,noun,26.9,4.0
2733,virus,noun,26.9,5.0
2734,incentive,noun,26.9,9.0
2735,salad,noun,26.9,5.0
2736,hunting,noun,26.9,7.0
2737,broken,adjective,26.9,6.0
2738,senator,noun,26.9,7.0
2739,profile,noun,26.9,7.0
2740,statistics,noun,26.9,10.0
2741,boundary,noun,26.8,8.0
2742,bet,verb,26.8,3.0
2743,clothing,noun,26.8,8.0
2744,though,adverb,26.8,6.0
2745,genetic,adjective,26.8,7.0
2746,dirt,noun,26.8,4.0
2747,representation,noun,26.8,14.0
2748,imply,verb,26.8,5.0
2749,advance,verb,26.8,7.0
2750,wind,verb,26.8,4.0
2751,burden,noun,26.8,6.0
2752,expansion,noun,26.8,9.0
2753,retain,verb,26.8,6.0
2754,chamber,noun,26.7,7.0
2755,match,noun,26.7,5.0
2756,initially,adverb,26.7,9.0
2757,diverse,adjective,26.7,7.0
2758,awareness,noun,26.7,9.0
2759,correspondent,noun,26.7,13.0
2760,electric,adjective,26.7,8.0
2761,chemical,adjective,26.7,8.0
2762,blind,adjective,26.7,5.0
2763,string,noun,26.6,6.0
2764,encounter,verb,26.6,9.0
2765,shopping,noun,26.6,8.0
2766,decline,noun,26.6,7.0
2767,electricity,noun,26.6,11.0
2768,constitute,verb,26.5,10.0
2769,rice,noun,26.5,4.0
2770,conservative,noun,26.5,12.0
2771,process,verb,26.5,7.0
2772,ceremony,noun,26.5,8.0
2773,port,noun,26.4,4.0
2774,lost,adjective,26.4,4.0
2775,pay,noun,26.4,3.0
2776,reflection,noun,26.4,10.0
2777,react,verb,26.4,5.0
2778,unlikely,adjective,26.4,8.0
2779,slave,noun,26.4,5.0
2780,chart,noun,26.4,5.0
2781,odd,adjective,26.3,3.0
2782,journal,noun,26.3,7.0
2783,cabinet,noun,26.3,7.0
2784,testify,verb,26.3,7.0
2785,accurate,adjective,26.3,8.0
2786,intellectual,adjective,26.3,12.0
2787,deck,noun,26.3,4.0
2788,transfer,noun,26.3,8.0
2789,assistant,noun,26.3,9.0
2790,recommendation,noun,26.3,14.0
2791,fortune,noun,26.3,7.0
2792,white,noun,26.3,5.0
2793,proceed,verb,26.2,7.0
2794,overcome,verb,26.2,8.0
2795,revolution,noun,26.2,10.0
2796,characterize,verb,26.2,12.0
2797,stick,noun,26.2,5.0
2798,detect,verb,26.2,6.0
2799,track,verb,26.2,5.0
2800,occupy,verb,26.1,6.0
2801,scenario,noun,26.1,8.0
2802,prior,preposition,26.1,5.0
2803,translate,verb,26.0,9.0
2804,framework,noun,26.0,9.0
2805,bullet,noun,26.0,6.0
2806,dialogue,noun,26.0,8.0
2807,fiction,noun,26.0,7.0
2808,rub,verb,26.0,3.0
2809,treaty,noun,26.0,6.0
2810,emission,noun,26.0,8.0
2811,remarkable,adjective,26.0,10.0
2812,offense,noun,26.0,7.0
2813,tremendous,adjective,26.0,10.0
2814,counter,noun,25.9,7.0
2815,tongue,noun,25.9,6.0
2816,bench,noun,25.9,5.0
2817,deer,noun,25.9,4.0
2818,ski,noun,25.9,3.0
2819,honor,verb,25.9,5.0
2820,market,verb,25.9,6.0
2821,tight,adjective,25.9,5.0
2822,thirty,number,25.9,6.0
2823,shooting,noun,25.9,8.0
2824,square,adjective,25.8,6.0
2825,advanced,adjective,25.8,8.0
2826,ideal,adjective,25.8,5.0
2827,comprehensive,adjective,25.8,13.0
2828,pale,adjective,25.8,4.0
2829,freeze,verb,25.8,6.0
2830,sink,verb,25.8,4.0
2831,aircraft,noun,25.8,8.0
2832,insight,noun,25.8,7.0
2833,DNA,noun,25.7,3.0
2834,extensive,adjective,25.7,9.0
2835,founder,noun,25.7,7.0
2836,mutual,adjective,25.7,6.0
2837,craft,noun,25.7,5.0
2838,likely,adverb,25.7,6.0
2839,considerable,adjective,25.7,12.0
2840,strip,noun,25.7,5.0
2841,Bible,noun,25.6,5.0
2842,balance,verb,25.6,7.0
2843,innocent,adjective,25.6,8.0
2844,significance,noun,25.6,12.0
2845,finance,noun,25.6,7.0
2846,lover,noun,25.6,5.0
2847,tire,verb,25.5,4.0
2848,introduction,noun,25.5,12.0
2849,possess,verb,25.5,7.0
2850,profession,noun,25.5,10.0
2851,oven,noun,25.5,4.0
2852,garlic,noun,25.4,6.0
2853,pole,noun,25.4,4.0
2854,evolve,verb,25.4,6.0
2855,defensive,adjective,25.4,9.0
2856,guarantee,verb,25.4,9.0
2857,justify,verb,25.4,7.0
2858,variation,noun,25.3,9.0
2859,top,preposition,25.3,3.0
2860,pollution,noun,25.3,9.0
2861,assistant,adjective,25.3,9.0
2862,newly,adverb,25.3,5.0
2863,potentially,adverb,25.3,11.0
2864,distinction,noun,25.3,11.0
2865,fade,verb,25.3,4.0
2866,presentation,noun,25.3,12.0
2867,sudden,adjective,25.3,6.0
2868,mainly,adverb,25.3,6.0
2869,flow,verb,25.3,4.0
2870,friendly,adjective,25.2,8.0
2871,establishment,noun,25.2,13.0
2872,withdraw,verb,25.2,8.0
2873,remote,adjective,25.2,6.0
2874,general,noun,25.2,7.0
2875,swim,verb,25.2,4.0
2876,pretend,verb,25.2,7.0
2877,regularly,adverb,25.2,9.0
2878,surprising,adjective,25.2,10.0
2879,politically,adverb,25.2,11.0
2880,earnings,noun,25.2,8.0
2881,delivery,noun,25.2,8.0
2882,psychology,noun,25.1,10.0
2883,raw,adjective,25.1,3.0
2884,complicated,adjective,25.1,11.0
2885,naturally,adverb,25.1,9.0
2886,loose,adjective,25.1,5.0
2887,not,conjunction,25.1,3.0
2888,lifetime,noun,25.1,8.0
2889,frequency,noun,25.1,9.0
2890,squeeze,verb,25.1,7.0
2891,tap,verb,25.1,3.0
2892,singer,noun,25.1,6.0
2893,crash,noun,25.0,5.0
2894,mix,noun,25.0,3.0
2895,worth,noun,25.0,5.0
2896,differ,verb,24.9,6.0
2897,platform,noun,24.9,8.0
2898,relax,verb,24.9,5.0
2899,working,adjective,24.9,7.0
2900,lie,noun,24.9,3.0
2901,mask,noun,24.9,4.0
2902,double,verb,24.9,6.0
2903,protest,noun,24.8,7.0
2904,joy,noun,24.8,3.0
2905,dismiss,verb,24.8,7.0
2906,galaxy,noun,24.8,6.0
2907,leather,noun,24.8,7.0
2908,violation,noun,24.8,9.0
2909,spot,verb,24.8,4.0
2910,headquarters,noun,24.7,12.0
2911,favorite,noun,24.7,8.0
2912,partly,adverb,24.7,6.0
2913,entrance,noun,24.7,8.0
2914,attractive,adjective,24.7,10.0
2915,fault,noun,24.7,5.0
2916,partnership,noun,24.7,11.0
2917,dirty,adjective,24.7,5.0
2918,pride,noun,24.7,5.0
2919,alter,verb,24.7,5.0
2920,unknown,adjective,24.7,7.0
2921,funeral,noun,24.6,7.0
2922,respect,verb,24.6,7.0
2923,PC,noun,24.6,2.0
2924,episode,noun,24.6,7.0
2925,evolution,noun,24.6,9.0
2926,controversy,noun,24.6,11.0
2927,regardless,adverb,24.5,10.0
2928,assault,noun,24.5,7.0
2929,tragedy,noun,24.5,7.0
2930,limitation,noun,24.5,10.0
2931,adventure,noun,24.5,9.0
2932,palm,noun,24.5,4.0
2933,honey,noun,24.5,5.0
2934,grandfather,noun,24.5,11.0
2935,originally,adverb,24.4,10.0
2936,convert,verb,24.4,7.0
2937,adapt,verb,24.4,5.0
2938,hold,noun,24.4,4.0
2939,elderly,adjective,24.4,7.0
2940,stable,adjective,24.4,6.0
2941,composition,noun,24.4,11.0
2942,target,verb,24.4,6.0
2943,narrative,noun,24.3,9.0
2944,buyer,noun,24.3,5.0
2945,stress,verb,24.3,6.0
2946,prominent,adjective,24.3,9.0
2947,license,noun,24.3,7.0
2948,gifted,adjective,24.3,6.0
2949,radical,adjective,24.3,7.0
2950,vessel,noun,24.3,6.0
2951,net,noun,24.3,3.0
2952,imagination,noun,24.3,11.0
2953,derive,verb,24.3,6.0
2954,capability,noun,24.2,10.0
2955,stability,noun,24.2,9.0
2956,free,verb,24.2,4.0
2957,porch,noun,24.2,5.0
2958,storage,noun,24.2,7.0
2959,shelter,noun,24.2,7.0
2960,instance,noun,24.2,8.0
2961,load,noun,24.2,4.0
2962,vital,adjective,24.1,5.0
2963,shortly,adverb,24.1,7.0
2964,practice,verb,24.1,8.0
2965,tribe,noun,24.1,5.0
2966,segment,noun,24.1,7.0
2967,dining,noun,24.1,6.0
2968,poet,noun,24.1,4.0
2969,hunter,noun,24.1,6.0
2970,Irish,adjective,24.1,5.0
2971,preference,noun,24.1,10.0
2972,confident,adjective,24.1,9.0
2973,violate,verb,24.0,7.0
2974,lawn,noun,24.0,4.0
2975,athletic,adjective,24.0,8.0
2976,carbon,noun,24.0,6.0
2977,easy,adverb,24.0,4.0
2978,properly,adverb,24.0,8.0
2979,mere,adjective,24.0,4.0
2980,proof,noun,23.9,5.0
2981,round,adjective,23.9,5.0
2982,celebrity,noun,23.9,9.0
2983,scared,adjective,23.9,6.0
2984,distribute,verb,23.9,10.0
2985,appeal,verb,23.9,6.0
2986,shelf,noun,23.9,5.0
2987,gesture,noun,23.9,7.0
2988,fifteen,number,23.9,7.0
2989,load,verb,23.9,4.0
2990,OK,adjective,23.9,2.0
2991,examination,noun,23.8,11.0
2992,ongoing,adjective,23.8,7.0
2993,can,noun,23.8,3.0
2994,steady,adjective,23.8,6.0
2995,psychologist,noun,23.8,12.0
2996,council,noun,23.8,7.0
2997,shrug,verb,23.8,5.0
2998,asleep,adjective,23.7,6.0
2999,shade,noun,23.7,5.0
3000,comfort,noun,23.7,7.0
3001,poetry,noun,23.7,6.0
3002,tail,noun,23.7,4.0
3003,nowhere,adverb,23.7,7.0
3004,tendency,noun,23.6,8.0
3005,cholesterol,noun,23.6,11.0
3006,economist,noun,23.6,9.0
3007,given,adjective,23.6,5.0
3008,orientation,noun,23.6,11.0
3009,tobacco,noun,23.6,7.0
3010,exciting,adjective,23.5,8.0
3011,pile,noun,23.5,4.0
3012,split,verb,23.5,5.0
3013,neither,determiner,23.5,7.0
3014,musician,noun,23.5,8.0
3015,chapter,noun,23.5,7.0
3016,efficiency,noun,23.5,10.0
3017,organic,adjective,23.5,7.0
3018,soup,noun,23.5,4.0
3019,adolescent,noun,23.5,10.0
3020,motivation,noun,23.5,10.0
3021,wisdom,noun,23.5,6.0
3022,discourse,noun,23.5,9.0
3023,formation,noun,23.5,9.0
3024,sustain,verb,23.4,7.0
3025,obligation,noun,23.4,10.0
3026,gradually,adverb,23.4,9.0
3027,besides,adverb,23.4,7.0
3028,agricultural,adjective,23.4,12.0
3029,guide,verb,23.4,5.0
3030,fifty,number,23.4,5.0
3031,fate,noun,23.4,4.0
3032,proportion,noun,23.4,10.0
3033,flee,verb,23.4,4.0
3034,slight,adjective,23.3,6.0
3035,calculate,verb,23.3,9.0
3036,plot,noun,23.3,4.0
3037,Palestinian,noun,23.3,11.0
3038,bombing,noun,23.2,7.0
3039,depending,preposition,23.2,9.0
3040,ratio,noun,23.2,5.0
3041,angle,noun,23.2,5.0
3042,efficient,adjective,23.2,9.0
3043,fantasy,noun,23.2,7.0
3044,ill,adjective,23.2,3.0
3045,store,verb,23.2,5.0
3046,pipe,noun,23.2,4.0
3047,math,noun,23.2,4.0
3048,scheme,noun,23.2,6.0
3049,rapid,adjective,23.2,5.0
3050,custom,noun,23.1,6.0
3051,scandal,noun,23.1,7.0
3052,vulnerable,adjective,23.1,10.0
3053,institutional,adjective,23.1,13.0
3054,blade,noun,23.1,5.0
3055,terrorist,adjective,23.1,9.0
3056,admission,noun,23.0,9.0
3057,doubt,verb,23.0,5.0
3058,furthermore,adverb,23.0,11.0
3059,incredible,adjective,23.0,10.0
3060,fellow,noun,23.0,6.0
3061,aide,noun,23.0,4.0
3062,since,adverb,23.0,5.0
3063,crack,noun,23.0,5.0
3064,loud,adjective,22.9,4.0
3065,divorce,noun,22.9,7.0
3066,fabric,noun,22.9,6.0
3067,survivor,noun,22.9,8.0
3068,adjustment,noun,22.9,10.0
3069,consume,verb,22.9,7.0
3070,fighter,noun,22.9,7.0
3071,scholarship,noun,22.9,11.0
3072,mount,verb,22.9,5.0
3073,guideline,noun,22.9,9.0
3074,heel,noun,22.9,4.0
3075,proposed,adjective,22.9,8.0
3076,relative,adjective,22.9,8.0
3077,publisher,noun,22.8,9.0
3078,sufficient,adjective,22.8,10.0
3079,membership,noun,22.8,10.0
3080,arrest,noun,22.8,6.0
3081,meter,noun,22.8,5.0
3082,rate,verb,22.8,4.0
3083,menu,noun,22.8,4.0
3084,fund,verb,22.7,4.0
3085,glove,noun,22.7,5.0
3086,reservation,noun,22.7,11.0
3087,celebration,noun,22.7,11.0
3088,infant,noun,22.7,6.0
3089,rifle,noun,22.7,5.0
3090,suspect,noun,22.7,7.0
3091,provider,noun,22.7,8.0
3092,satisfy,verb,22.7,7.0
3093,uniform,noun,22.7,7.0
3094,mall,noun,22.6,4.0
3095,measurement,noun,22.6,11.0
3096,witness,verb,22.6,7.0
3097,downtown,adjective,22.6,8.0
3098,educate,verb,22.6,7.0
3099,publicly,adverb,22.6,8.0
3100,maintenance,noun,22.6,11.0
3101,cognitive,adjective,22.6,9.0
3102,damage,verb,22.6,6.0
3103,sanction,noun,22.6,8.0
3104,consumption,noun,22.6,11.0
3105,myth,noun,22.6,4.0
3106,strengthen,verb,22.6,10.0
3107,explosion,noun,22.6,9.0
3108,flavor,noun,22.5,6.0
3109,dominant,adjective,22.5,8.0
3110,owe,verb,22.5,3.0
3111,chef,noun,22.5,4.0
3112,friendship,noun,22.5,10.0
3113,briefly,adverb,22.5,7.0
3114,assert,verb,22.5,6.0
3115,helpful,adjective,22.5,7.0
3116,scope,noun,22.5,5.0
3117,taxpayer,noun,22.5,8.0
3118,etc,adverb,22.5,3.0
3119,tent,noun,22.5,4.0
3120,rid,verb,22.5,3.0
3121,sigh,verb,22.4,4.0
3122,lemon,noun,22.4,5.0
3123,qualify,verb,22.4,7.0
3124,wealthy,adjective,22.3,7.0
3125,resemble,verb,22.3,8.0
3126,trick,noun,22.3,5.0
3127,sequence,noun,22.3,8.0
3128,trace,verb,22.3,5.0
3129,cow,noun,22.3,3.0
3130,dependent,adjective,22.3,9.0
3131,surprise,verb,22.3,8.0
3132,mortgage,noun,22.3,8.0
3133,quarterback,noun,22.3,11.0
3134,versus,preposition,22.2,6.0
3135,detailed,adjective,22.2,8.0
3136,auto,noun,22.2,4.0
3137,yours,pronoun,22.2,5.0
3138,contest,noun,22.2,7.0
3139,purchase,noun,22.2,8.0
3140,in,conjunction,22.2,2.0
3141,appointment,noun,22.2,11.0
3142,helicopter,noun,22.2,10.0
3143,punishment,noun,22.2,10.0
3144,tennis,noun,22.2,6.0
3145,float,verb,22.2,5.0
3146,bite,verb,22.2,4.0
3147,motor,noun,22.2,5.0
3148,closer,adjective,22.2,6.0
3149,laboratory,noun,22.2,10.0
3150,waste,verb,22.1,5.0
3151,privacy,noun,22.1,7.0
3152,Catholic,noun,22.1,8.0
3153,cabin,noun,22.1,5.0
3154,cope,verb,22.1,4.0
3155,barrel,noun,22.1,6.0
3156,nerve,noun,22.1,5.0
3157,restriction,noun,22.1,11.0
3158,workshop,noun,22.1,8.0
3159,principal,noun,22.0,9.0
3160,controversial,adjective,22.0,13.0
3161,instructor,noun,22.0,10.0
3162,lifestyle,noun,22.0,9.0
3163,offensive,adjective,22.0,9.0
3164,naked,adjective,22.0,5.0
3165,painful,adjective,22.0,7.0
3166,impress,verb,22.0,7.0
3167,stroke,noun,22.0,6.0
3168,hypothesis,noun,22.0,10.0
3169,sophisticated,adjective,22.0,13.0
3170,assignment,noun,21.9,10.0
3171,discrimination,noun,21.9,14.0
3172,delay,noun,21.9,5.0
3173,flesh,noun,21.9,5.0
3174,horizon,noun,21.9,7.0
3175,gaze,noun,21.9,4.0
3176,French,noun,21.9,6.0
3177,conviction,noun,21.9,10.0
3178,girlfriend,noun,21.8,10.0
3179,undergo,verb,21.8,7.0
3180,across,adverb,21.8,6.0
3181,pine,noun,21.8,4.0
3182,manufacturing,noun,21.8,13.0
3183,wander,verb,21.8,6.0
3184,explode,verb,21.8,7.0
3185,cluster,noun,21.8,7.0
3186,brush,verb,21.8,5.0
3187,sue,verb,21.8,3.0
3188,subsequent,adjective,21.8,10.0
3189,desperate,adjective,21.8,9.0
3190,battery,noun,21.8,7.0
3191,identification,noun,21.8,14.0
3192,medication,noun,21.8,10.0
3193,ah,interjection,21.8,2.0
3194,acid,noun,21.7,4.0
3195,absorb,verb,21.7,6.0
3196,economics,noun,21.7,9.0
3197,inflation,noun,21.7,9.0
3198,consciousness,noun,21.7,13.0
3199,orange,adjective,21.7,6.0
3200,Christian,noun,21.7,9.0
3201,host,verb,21.7,4.0
3202,modest,adjective,21.7,6.0
3203,prompt,verb,21.6,6.0
3204,photographer,noun,21.6,12.0
3205,curious,adjective,21.6,7.0
3206,handful,noun,21.6,7.0
3207,cotton,noun,21.6,6.0
3208,demonstration,noun,21.6,13.0
3209,successfully,adverb,21.6,12.0
3210,depict,verb,21.6,6.0
3211,flame,noun,21.6,5.0
3212,valley,noun,21.6,6.0
3213,nomination,noun,21.6,10.0
3214,sense,verb,21.5,5.0
3215,God,noun,21.5,3.0
3216,standing,noun,21.5,8.0
3217,jet,noun,21.5,3.0
3218,fly,noun,21.5,3.0
3219,civilian,adjective,21.5,8.0
3220,distinct,adjective,21.5,8.0
3221,dry,verb,21.5,3.0
3222,extension,noun,21.5,9.0
3223,heritage,noun,21.5,8.0
3224,habitat,noun,21.5,7.0
3225,distinguish,verb,21.5,11.0
3226,humor,noun,21.5,5.0
3227,hungry,adjective,21.5,6.0
3228,badly,adverb,21.4,5.0
3229,powder,noun,21.4,6.0
3230,edition,noun,21.4,7.0
3231,twelve,number,21.4,6.0
3232,summit,noun,21.4,6.0
3233,colonial,adjective,21.4,8.0
3234,eager,adjective,21.4,5.0
3235,shower,noun,21.4,6.0
3236,absolute,adjective,21.4,8.0
3237,request,verb,21.4,7.0
3238,nut,noun,21.3,3.0
3239,comedy,noun,21.3,6.0
3240,pitch,noun,21.3,5.0
3241,German,noun,21.3,6.0
3242,win,noun,21.3,3.0
3243,correlation,noun,21.3,11.0
3244,complex,noun,21.3,7.0
3245,garage,noun,21.3,6.0
3246,function,verb,21.3,8.0
3247,differently,adverb,21.3,11.0
3248,ghost,noun,21.3,5.0
3249,romantic,adjective,21.2,8.0
3250,ethics,noun,21.2,6.0
3251,transformation,noun,21.2,14.0
3252,overlook,verb,21.2,8.0
3253,legitimate,adjective,21.2,10.0
3254,appoint,verb,21.2,7.0
3255,medium,noun,21.2,6.0
3256,grain,noun,21.2,5.0
3257,print,verb,21.1,5.0
